Vacancy,Salary,Company,English,OperatingMode,ManagementMethods,Region,Education_Высшее,Education_Не требуется,Education_Среднее,WorkExperience_Более 6 лет,WorkExperience_Нет опыта,WorkExperience_От 1 года до 3 лет,WorkExperience_От 3 до 6 лет
770,60000.0,345,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
1821,120000.0,507,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
770,47000.0,1101,Не требуется,Полная занятость,Не указаны,52,False,False,True,False,True,False,False
1724,140000.0,1949,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
132,100000.0,853,Не требуется,Полная занятость,agile; waterfall,69,False,True,False,False,False,False,True
1348,80000.0,319,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1369,130000.0,160,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
677,70000.0,1161,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
610,100000.0,476,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1640,150000.0,1146,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1329,50000.0,1318,Не требуется,Полная занятость,Не указаны,33,False,True,False,False,False,True,False
913,150000.0,2513,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
264,70000.0,1965,Не требуется,Полная занятость,Не указаны,52,False,True,False,False,False,True,False
1266,40000.0,2265,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,True,False,False
1345,75000.0,1151,Не требуется,Полная занятость,Не указаны,52,True,False,False,False,True,False,False
1345,120000.0,1103,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1121,200000.0,1441,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
998,100000.0,937,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1455,50000.0,1349,Не требуется,Полная занятость,Не указаны,52,False,True,False,False,False,True,False
900,50000.0,1549,Не требуется,Полная занятость,Не указаны,12,False,True,False,False,True,False,False
167,80000.0,413,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
677,70000.0,308,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
166,180000.0,1866,Требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
900,40000.0,298,Не требуется,Полная занятость,Не указаны,30,False,True,False,False,True,False,False
1018,70000.0,425,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1221,40000.0,2367,Не требуется,Полная занятость,Не указаны,38,False,True,False,False,True,False,False
792,180000.0,1276,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1455,120000.0,689,Не требуется,Полная занятость,Не указаны,69,True,False,False,True,False,False,False
654,120000.0,1167,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
106,50000.0,138,Не требуется,Стажировка,Не указаны,10,False,True,False,False,True,False,False
1640,100000.0,2196,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
770,45000.0,1662,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,True,False,False
1625,160000.0,2251,Требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
900,60000.0,1521,Не требуется,Полная занятость,Не указаны,104,False,True,False,False,False,True,False
1780,150000.0,1336,Не требуется,Полная занятость,Не указаны,52,False,True,False,False,False,False,True
1094,50000.0,265,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
900,110000.0,2202,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1068,100000.0,177,Не требуется,Полная занятость,Не указаны,104,False,True,False,False,True,False,False
882,65000.0,2202,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,True,False,False
900,40000.0,1555,Требуется,Полная занятость,Не указаны,5,False,True,False,False,False,True,False
677,100000.0,623,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
575,100000.0,2185,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,False,True
998,120000.0,880,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
921,80000.0,636,Не требуется,Полная занятость,Не указаны,54,False,True,False,False,False,False,True
313,80000.0,1975,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
900,75000.0,2076,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,True,False
900,100000.0,1429,Не требуется,Полная занятость,Не указаны,49,True,False,False,False,False,False,True
1455,180000.0,792,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1640,100000.0,1711,Не требуется,Полная занятость,Не указаны,20,True,False,False,False,False,False,True
1414,60000.0,187,Требуется,Полная занятость,Не указаны,66,False,True,False,False,False,True,False
1728,80000.0,253,Не требуется,Полная занятость,Не указаны,62,False,False,True,False,False,False,True
1329,100000.0,1489,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
546,55000.0,838,Не требуется,Полная занятость,Не указаны,29,False,True,False,False,False,True,False
900,70000.0,2364,Не требуется,Полная занятость,Не указаны,71,False,True,False,False,False,True,False
86,100000.0,262,Не требуется,Полная занятость,agile; kanban; scrum,10,False,True,False,False,False,True,False
679,70000.0,942,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
101,60000.0,513,Не требуется,Полная занятость,agile; kanban; scrum,48,False,True,False,False,False,True,False
824,100000.0,484,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
769,90000.0,1908,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,False,True
770,100000.0,2262,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1455,140000.0,735,Не требуется,Полная занятость,Не указаны,20,True,False,False,False,False,True,False
900,100000.0,1705,Не требуется,Полная занятость,Не указаны,27,True,False,False,False,True,False,False
1640,120000.0,2284,Не требуется,Полная занятость,Не указаны,52,True,False,False,False,False,True,False
770,50000.0,447,Не требуется,Полная занятость,Не указаны,41,True,False,False,False,False,True,False
1022,150000.0,378,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
1104,80000.0,764,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,True,False,False
1345,100000.0,1461,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1640,150000.0,1839,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1044,60000.0,227,Не требуется,Полная занятость,Не указаны,88,False,True,False,False,False,True,False
900,70000.0,360,Не требуется,Полная занятость,Не указаны,96,False,False,True,False,False,True,False
531,100000.0,461,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1009,35000.0,522,Не требуется,Полная занятость,Не указаны,4,False,True,False,False,False,True,False
729,70000.0,40,Не требуется,Полная занятость,Не указаны,39,False,True,False,False,False,True,False
1656,120000.0,1042,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
850,40000.0,1594,Не требуется,Полная занятость,Не указаны,29,False,True,False,False,False,True,False
1640,65000.0,2499,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1114,100000.0,794,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1362,70000.0,270,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
677,80000.0,1223,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
928,80000.0,2037,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,True,False,False
900,50000.0,2048,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,True,False
1220,100000.0,494,Не требуется,Полная занятость,Не указаны,38,False,True,False,False,True,False,False
900,60000.0,246,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1747,250000.0,624,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1263,70000.0,125,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,True,False,False
1083,85000.0,2432,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
320,50000.0,335,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
770,90000.0,1936,Не требуется,Полная занятость,Не указаны,78,True,False,False,False,False,True,False
900,80000.0,2401,Не требуется,Полная занятость,Не указаны,12,False,True,False,False,False,True,False
900,50000.0,1307,Не требуется,Полная занятость,Не указаны,104,True,False,False,False,False,True,False
1334,70000.0,1475,Не требуется,Полная занятость,Не указаны,79,False,True,False,False,False,True,False
770,70000.0,223,Не требуется,Полная занятость,Не указаны,30,False,True,False,False,True,False,False
1084,90000.0,417,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
770,150000.0,990,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
770,100000.0,1671,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
900,45000.0,2130,Не требуется,Полная занятость,Не указаны,28,False,True,False,False,False,True,False
264,70000.0,1965,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
1345,60000.0,2193,Не требуется,Полная занятость,Не указаны,27,False,True,False,False,False,False,True
999,80000.0,339,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1186,130000.0,2010,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
1345,100000.0,2021,Не требуется,Полная занятость,Не указаны,50,False,True,False,False,False,True,False
770,70000.0,1242,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
575,100000.0,2185,Не требуется,Полная занятость,Не указаны,52,False,True,False,False,False,False,True
1640,150000.0,2101,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
900,67000.0,1776,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
900,70000.0,707,Не требуется,Полная занятость,Не указаны,38,True,False,False,False,False,True,False
509,100000.0,429,Требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
132,80000.0,1054,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
900,120000.0,1541,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
277,50000.0,237,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1259,80000.0,1067,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,True,False,False
914,45000.0,251,Не требуется,Полная занятость,Не указаны,42,False,True,False,False,True,False,False
770,70000.0,556,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,False,True
563,40000.0,648,Не требуется,Полная занятость,Не указаны,27,False,True,False,False,False,True,False
900,75000.0,824,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
900,40000.0,1164,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
630,50000.0,656,Не требуется,Полная занятость,Не указаны,52,False,True,False,False,True,False,False
132,100000.0,628,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
770,50000.0,2149,Не требуется,Полная занятость,Не указаны,58,True,False,False,False,False,True,False
770,80000.0,232,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
226,30000.0,457,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1181,40000.0,1846,Не требуется,Полная занятость,Не указаны,33,False,False,True,False,False,True,False
900,50000.0,451,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
1300,20000.0,1073,Не требуется,Полная занятость,Не указаны,77,False,True,False,False,False,True,False
900,50000.0,2091,Не требуется,Полная занятость,Не указаны,75,False,True,False,False,False,True,False
1717,120000.0,375,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
281,60000.0,632,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,True,False
677,200000.0,780,Не требуется,Полная занятость,Не указаны,18,False,True,False,False,False,True,False
484,100000.0,749,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
770,60000.0,338,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1640,100000.0,1711,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,False,True
1455,100000.0,2054,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1167,120000.0,94,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
900,80000.0,1025,Не требуется,Полная занятость,Не указаны,104,False,True,False,False,True,False,False
815,150000.0,1373,Требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
624,85000.0,2371,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
1640,80000.0,945,Не требуется,Полная занятость,Не указаны,30,True,False,False,False,False,True,False
939,150000.0,230,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
900,50000.0,2147,Не требуется,Полная занятость,Не указаны,29,False,True,False,False,False,True,False
900,70000.0,1725,Не требуется,Полная занятость,Не указаны,54,False,True,False,False,False,False,True
770,70000.0,897,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,True,False
322,45000.0,1034,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,True,False
1012,60000.0,531,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
900,60000.0,706,Не требуется,Полная занятость,Не указаны,10,False,True,False,False,False,True,False
509,50000.0,571,Не требуется,Полная занятость,Не указаны,68,False,True,False,False,False,True,False
1640,126500.0,2114,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
235,60000.0,1302,Не требуется,Полная занятость,scrum,46,False,True,False,False,True,False,False
900,100000.0,2522,Не требуется,Полная занятость,Не указаны,10,False,True,False,False,True,False,False
1096,100000.0,228,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
72,100000.0,80,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,False,True
770,80000.0,2398,Не требуется,Полная занятость,Не указаны,10,False,True,False,False,False,True,False
677,45000.0,1105,Не требуется,Полная занятость,Не указаны,70,False,True,False,False,False,True,False
1182,90000.0,333,Не требуется,Полная занятость,agile; kanban; scrum; waterfall,48,False,True,False,False,False,True,False
900,76000.0,670,Не требуется,Полная занятость,Не указаны,29,False,True,False,False,False,True,False
1640,100000.0,2289,Не требуется,Полная занятость,Не указаны,20,True,False,False,False,False,True,False
900,65000.0,1564,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
480,60000.0,295,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
995,120000.0,113,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1640,200000.0,2339,Не требуется,Проектная работа,Не указаны,48,False,True,False,True,False,False,False
1159,80000.0,1189,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
550,80000.0,1991,Не требуется,Полная занятость,Не указаны,20,True,False,False,False,False,True,False
1640,85000.0,1954,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,False,True
507,80000.0,1658,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
900,50000.0,1887,Не требуется,Полная занятость,Не указаны,33,True,False,False,False,False,False,True
900,50000.0,234,Не требуется,Полная занятость,Не указаны,78,False,True,False,False,False,True,False
357,150000.0,1580,Не требуется,Полная занятость,Не указаны,98,True,False,False,False,False,True,False
770,60000.0,2379,Не требуется,Полная занятость,Не указаны,31,False,True,False,False,False,True,False
1640,50000.0,1280,Не требуется,Полная занятость,Не указаны,4,False,True,False,False,False,True,False
900,40000.0,2200,Не требуется,Полная занятость,Не указаны,76,False,True,False,False,False,True,False
1640,150000.0,1168,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
835,15000.0,871,Не требуется,Проектная работа,Не указаны,69,True,False,False,False,False,True,False
1068,100000.0,177,Не требуется,Полная занятость,Не указаны,36,False,True,False,False,True,False,False
851,40000.0,1932,Не требуется,Полная занятость,Не указаны,91,False,True,False,False,False,True,False
476,50000.0,2517,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
132,55000.0,793,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
906,100000.0,1211,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1455,100000.0,2019,Не требуется,Полная занятость,Не указаны,66,False,True,False,False,False,True,False
1759,80000.0,639,Не требуется,Полная занятость,Не указаны,29,False,True,False,False,False,False,True
900,60000.0,905,Не требуется,Полная занятость,Не указаны,68,True,False,False,False,False,True,False
1455,70000.0,2300,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
770,100000.0,128,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1847,150000.0,2282,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
770,150000.0,835,Не требуется,Полная занятость,Не указаны,71,True,False,False,False,False,True,False
1305,50000.0,486,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1345,80000.0,894,Не требуется,Полная занятость,Не указаны,63,True,False,False,False,False,True,False
770,50000.0,1328,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,True,False,False
231,80000.0,1789,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
900,60000.0,505,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
992,130000.0,1852,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
900,60000.0,1799,Не требуется,Полная занятость,Не указаны,63,False,True,False,False,False,True,False
770,50000.0,2149,Не требуется,Полная занятость,Не указаны,82,True,False,False,False,False,True,False
770,80000.0,1665,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
677,50000.0,1716,Не требуется,Полная занятость,Не указаны,10,False,True,False,False,True,False,False
770,85000.0,2005,Не требуется,Полная занятость,Не указаны,97,True,False,False,False,False,True,False
1148,25000.0,2137,Не требуется,Полная занятость,Не указаны,15,False,True,False,False,True,False,False
866,100000.0,1591,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1128,70000.0,519,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
1259,80000.0,607,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
900,70000.0,1325,Не требуется,Полная занятость,Не указаны,94,False,True,False,False,False,True,False
770,55000.0,1416,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,True,False,False
1640,100000.0,601,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1455,100000.0,1269,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,True,False
132,70000.0,2189,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
790,150000.0,835,Не требуется,Полная занятость,Не указаны,30,True,False,False,False,False,True,False
790,150000.0,835,Не требуется,Полная занятость,Не указаны,54,True,False,False,False,False,True,False
1328,100000.0,692,Не требуется,Полная занятость,Не указаны,54,False,True,False,False,False,True,False
808,100000.0,2042,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,False,True
1455,100000.0,2234,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1023,70000.0,690,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,True,False,False
900,90000.0,2117,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
924,100000.0,1316,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,True,False,False
168,80000.0,2006,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
248,90000.0,71,Требуется,Полная занятость,Не указаны,20,False,True,False,False,False,False,True
781,160000.0,1547,Не требуется,Полная занятость,agile; kanban; scrum,48,False,True,False,False,False,True,False
1132,150000.0,1867,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1346,50000.0,663,Не требуется,Полная занятость,Не указаны,53,False,True,False,False,False,True,False
359,100000.0,1309,Не требуется,Полная занятость,Не указаны,10,False,True,False,False,False,True,False
770,77000.0,1568,Не требуется,Полная занятость,Не указаны,29,False,True,False,False,False,False,True
878,100000.0,1975,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
900,50000.0,1123,Не требуется,Полная занятость,Не указаны,52,True,False,False,False,False,False,True
1640,100000.0,1573,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
916,100000.0,471,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
264,57400.0,2481,Не требуется,Полная занятость,Не указаны,50,False,False,True,False,True,False,False
839,80000.0,1595,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
264,80000.0,2371,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
900,60000.0,932,Не требуется,Полная занятость,Не указаны,81,True,False,False,False,False,True,False
1329,80000.0,807,Не требуется,Полная занятость,Не указаны,38,False,True,False,False,False,True,False
1915,120000.0,269,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
478,80000.0,1177,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1339,100000.0,2170,Не требуется,Полная занятость,Не указаны,58,False,False,True,False,True,False,False
509,45000.0,1743,Не требуется,Полная занятость,Не указаны,41,False,False,True,False,False,True,False
900,66000.0,2322,Не требуется,Полная занятость,Не указаны,86,True,False,False,False,False,True,False
1063,80000.0,2277,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
309,30000.0,734,Не требуется,Полная занятость,Не указаны,100,True,False,False,False,True,False,False
900,100000.0,2034,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,True,False
1455,150000.0,735,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1106,135000.0,1973,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
770,50000.0,2149,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
23,100000.0,1215,Не требуется,Полная занятость,kanban; scrum,48,False,True,False,False,False,False,True
900,75000.0,1859,Не требуется,Полная занятость,Не указаны,38,False,True,False,False,False,True,False
520,60000.0,39,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1750,130000.0,233,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
770,110000.0,1560,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
900,100000.0,2001,Не требуется,Полная занятость,Не указаны,66,False,True,False,False,False,False,True
1201,25000.0,951,Требуется,Полная занятость,Не указаны,11,False,True,False,False,True,False,False
900,50000.0,1254,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,True,False,False
810,90000.0,1811,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
521,45000.0,477,Не требуется,Полная занятость,Не указаны,96,False,True,False,False,False,True,False
770,40000.0,1443,Не требуется,Полная занятость,Не указаны,30,False,True,False,False,True,False,False
1345,50000.0,2283,Не требуется,Полная занятость,Не указаны,7,False,True,False,False,False,True,False
1345,50000.0,2094,Не требуется,Полная занятость,Не указаны,30,False,True,False,False,False,True,False
790,150000.0,835,Не требуется,Полная занятость,Не указаны,20,True,False,False,False,False,True,False
900,135600.0,662,Не требуется,Полная занятость,agile; kanban; scrum; waterfall,48,False,True,False,False,False,True,False
900,80000.0,2407,Не требуется,Полная занятость,Не указаны,96,True,False,False,False,False,True,False
1056,100000.0,1339,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,False,True
1329,80000.0,629,Не требуется,Полная занятость,Не указаны,66,True,False,False,False,False,False,True
900,40000.0,121,Не требуется,Полная занятость,Не указаны,21,False,False,True,False,False,True,False
310,50000.0,1812,Не требуется,Полная занятость,Не указаны,58,False,True,False,False,False,True,False
357,120000.0,1734,Не требуется,Полная занятость,Не указаны,27,True,False,False,False,False,True,False
900,80000.0,2470,Не требуется,Полная занятость,Не указаны,20,True,False,False,False,False,True,False
1107,120000.0,831,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
900,80000.0,977,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
230,50000.0,100,Не требуется,Полная занятость,Не указаны,79,False,True,False,False,False,True,False
770,90000.0,334,Не требуется,Полная занятость,agile; kanban,48,False,True,False,False,False,True,False
632,90000.0,528,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
770,160000.0,1022,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,False,True
522,100000.0,748,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
790,150000.0,835,Не требуется,Полная занятость,Не указаны,27,True,False,False,False,False,True,False
1640,60000.0,62,Не требуется,Полная занятость,Не указаны,20,False,True,False,False,False,True,False
964,100000.0,2236,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
87,100000.0,719,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1036,120000.0,979,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
770,110000.0,1382,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
177,130000.0,1216,Требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
677,97000.0,2490,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1129,120000.0,264,Не требуется,Полная занятость,Не указаны,66,False,False,True,False,False,True,False
1640,80000.0,1527,Не требуется,Полная занятость,Не указаны,5,True,False,False,False,False,True,False
1455,310000.0,1022,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
970,100000.0,786,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
900,50000.0,815,Не требуется,Полная занятость,Не указаны,90,False,True,False,False,False,False,True
1438,110000.0,899,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1165,60000.0,496,Не требуется,Полная занятость,Не указаны,75,False,True,False,False,False,True,False
1888,85000.0,1040,Не требуется,Полная занятость,Не указаны,69,True,False,False,False,False,True,False
454,70000.0,2274,Не требуется,Полная занятость,Не указаны,66,False,False,True,False,False,True,False
1392,30000.0,1422,Не требуется,Полная занятость,Не указаны,85,False,True,False,False,True,False,False
1545,80000.0,1963,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
900,70000.0,1116,Не требуется,Полная занятость,Не указаны,10,False,True,False,False,True,False,False
900,75000.0,1865,Не требуется,Полная занятость,Не указаны,87,True,False,False,False,False,True,False
900,50000.0,815,Не требуется,Полная занятость,Не указаны,71,False,True,False,False,False,False,True
884,100000.0,315,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1023,80000.0,1397,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
900,50000.0,822,Не требуется,Полная занятость,Не указаны,69,False,True,False,False,False,True,False
900,46000.0,496,Не требуется,Полная занятость,Не указаны,75,False,True,False,False,False,True,False
1260,75000.0,737,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
732,40000.0,2367,Не требуется,Полная занятость,Не указаны,52,False,True,False,False,False,True,False
756,80000.0,826,Не требуется,Полная занятость,Не указаны,38,True,False,False,False,False,False,True
509,50000.0,1293,Не требуется,Полная занятость,agile; scrum; waterfall,20,False,True,False,False,False,True,False
279,100000.0,1526,Не требуется,Полная занятость,Не указаны,52,False,False,True,False,False,True,False
1640,120000.0,1759,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1540,55000.0,2312,Не требуется,Полная занятость,Не указаны,16,True,False,False,False,False,True,False
264,100000.0,1154,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1045,90000.0,227,Не требуется,Полная занятость,Не указаны,88,False,True,False,False,False,False,True
912,130000.0,1946,Не требуется,Полная занятость,scrum,38,False,True,False,False,False,True,False
1640,40000.0,1346,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
900,100000.0,2515,Не требуется,Полная занятость,Не указаны,88,False,True,False,False,False,True,False
790,150000.0,835,Не требуется,Полная занятость,Не указаны,13,True,False,False,False,False,True,False
499,80000.0,2454,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
770,40000.0,1480,Не требуется,Полная занятость,Не указаны,16,True,False,False,False,False,False,True
